title,date,subpage_url,Therapy class,Product Name,INN,Initial Approval,Cancer,Marketing authorisation holder,CHMP Opinion Date,Decision date,Therapy Area,Orphan,Recommendation
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 February 2024,23 February 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-february-2024,L01,Keytruda,pembrolizumab,Extension,Yes,Merck Sharp & Dohme B.V.,20/05/2015,08/07/2024,Cancer,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 February 2024,23 February 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-february-2024,B03,Reblozyl,luspatercept,Extension,No,Bristol-Myers Squibb Pharma EEIG,30/04/2020,27/03/2024,Blood,Yes,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 February 2024,23 February 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-february-2024,L01,Xromi,hydroxycarbamide,Extension,Yes,Nova Laboratories Ireland Limited,nan,16/05/2024,Cancer,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 22-25 January 2024,26 January 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-22-25-january-2024,J01,Exblifep,cefepime / enmetazobactam,Initial approval,No,Advanz Pharma Limited,25/01/2024,nan,Infectives,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 22-25 January 2024,26 January 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-22-25-january-2024,L03,Ryzneuta,efbemalenograstim alfa,Initial approval,No,Evive Biotechnology Ireland Limited,25/01/2023,14/05/2024,Immuo-mod,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 22-25 January 2024,26 January 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-22-25-january-2024,L01,Abecma,idecabtagene vicleucel,Extension,Yes,Bristol-Myers Squibb Pharma EEIG,24/06/2021,20/06/2024,Cancer,Yes,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 22-25 January 2024,26 January 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-22-25-january-2024,N/A,Prevenar 20 (previously Apexxnar),"pneumococcal polysaccharide conjugate vaccine (20-valent, adsorbed)",Extension,N/A,Pfizer Europe MA EEIG,16/12/2021,11/04/2024,N/A,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 22-25 January 2024,26 January 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-22-25-january-2024,L04,Aspaveli,pegcetacoplan,Extension,No,Swedish Orphan Biovitrum AB (publ),16/09/2021,16/07/2024,Immuo-mod,Yes,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 22-25 January 2024,26 January 2024,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-22-25-january-2024,L01,Retsevmo,selpercatinib,Extension,Yes,Eli Lilly Nederland B.V.,10/12/2020,11/07/2024,Cancer,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 December 2023,15 December 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-december-2023,B06,Casgevy,exagamglogene autotemcel,Initial approval,No,Vertex Pharmaceuticals (Ireland) Limited,14/12/2023,21/03/2024,Blood,Yes,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 December 2023,15 December 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-december-2023,N/A,Skyclarys,omaveloxolone,Initial approval,N/A,Reata Ireland Limited,14/12/2023,03/08/2024,N/A,Yes,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 December 2023,15 December 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-december-2023,L04,Velsipity,etrasimod,Initial approval,No,Pfizer Europe MA EEIG,14/12/2023,13/06/2024,Immuo-mod,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 December 2023,15 December 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-december-2023,J06,HyQvia,human normal immunoglobulin,Extension,No,Baxalta Innovations GmbH,21/03/2013,16/05/2024,Infectives,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 December 2023,15 December 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-december-2023,B01,Metalyse,Tenecteplase,Extension,No,Boehringer Ingelheim International GmbH,nan,12/01/2024,Blood,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 December 2023,15 December 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-december-2023,B02,VeraSeal,human fibrinogen / human thrombin,Extension,No,"Instituto Grifols, S.A.",14/09/2017,25/01/2024,Blood,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 December 2023,15 December 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-december-2023,J06,Zinplava,bezlotoxumab,Extension,No,Merck Sharp & Dohme B.V.,10/11/2016,26/01/2024,Infectives,No,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 6-9 November 2023,10 November 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-6-9-november-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 9-12 October 2023,13 October 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-9-12-october-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 September 2023,15 September 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-september-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
